Jogador,Player,Unnamed: 1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Player,Unnamed: 1,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
"Juan RamírezAmerica MG, 24, AM(C)","305Juan RamírezAmerica MG, 24, AM(C)",  ,2(9),322.0,0.5,0.2,0.8,-,0.2,0.2,-,-,6.37,"305Juan RamírezAmerica MG, 24, AM(C)",  ,2(9),322.0,1,1,0.9,0.5,1,0.9,0.1,0.7,1,6.37,"305Juan RamírezAmerica MG, 24, AM(C)",  ,2(9),322.0,1,0.5,12.8,80.9,-,0.6,-,6.37
"GiulianoCorinthians, 32, AM(CLR),FW","306GiulianoCorinthians, 32, AM(CLR),FW",  ,8(10),828.0,0.6,0.3,0.3,-,0.5,0.8,0.1,-,6.37,"306GiulianoCorinthians, 32, AM(CLR),FW",  ,8(10),828.0,-,1,0.7,0.8,0.6,0.4,0.1,0.7,0.8,6.37,"306GiulianoCorinthians, 32, AM(CLR),FW",  ,8(10),828.0,1,0.8,28.3,89.6,-,0.5,-,6.37
"OtávioAtletico MG, 28, DMC","307OtávioAtletico MG, 28, DMC",  ,6(11),744.0,1.3,0.6,0.9,-,0.4,0.6,0.1,-,6.36,"307OtávioAtletico MG, 28, DMC",  ,6(11),744.0,-,-,0.2,0.2,0.2,0.2,-,0.1,0.3,6.36,"307OtávioAtletico MG, 28, DMC",  ,6(11),744.0,-,0.2,32.5,90.0,0.1,1.2,-,6.36
"Lucas PiazónBotafogo RJ, 28, AM(CLR),FW","308Lucas PiazónBotafogo RJ, 28, AM(CLR),FW",  ,7(4),616.0,1.4,0.2,0.5,-,1,0.4,-,-,6.36,"308Lucas PiazónBotafogo RJ, 28, AM(CLR),FW",  ,7(4),616.0,-,-,0.5,1.2,0.5,0.3,0.1,0.3,1.1,6.36,"308Lucas PiazónBotafogo RJ, 28, AM(CLR),FW",  ,7(4),616.0,-,1.2,19.5,83.7,0.5,0.3,-,6.36
"André LuisCuiaba, 25, AM(CR),FW","309André LuisCuiaba, 25, AM(CR),FW",  ,8(10),762.0,0.8,0.2,0.7,-,0.3,0.6,0.2,-,6.36,"309André LuisCuiaba, 25, AM(CR),FW",  ,8(10),762.0,1,-,0.5,0.5,0.7,1.5,-,0.5,1.3,6.36,"309André LuisCuiaba, 25, AM(CR),FW",  ,8(10),762.0,-,0.5,8.6,78.1,0.2,-,0.1,6.36
"Luo GuofuAmerica MG, 34, AM(LR),FW","311Luo GuofuAmerica MG, 34, AM(LR),FW",  ,8(3),622.0,0.4,0.1,1.7,0.1,0.3,0.6,-,-,6.35,"311Luo GuofuAmerica MG, 34, AM(LR),FW",  ,8(3),622.0,2,-,2,0.5,0.4,1,0.8,0.9,1.8,6.35,"311Luo GuofuAmerica MG, 34, AM(LR),FW",  ,8(3),622.0,-,0.5,10.4,68.4,-,0.1,-,6.35
"WellingtonFluminense, 31, DMC","312WellingtonFluminense, 31, DMC",  ,9(2),633.0,0.9,0.6,0.8,0.1,0.9,0.5,0.5,-,6.35,"312WellingtonFluminense, 31, DMC",  ,9(2),633.0,-,1,-,0.6,0.2,0.5,-,0.3,1,6.35,"312WellingtonFluminense, 31, DMC",  ,9(2),633.0,1,0.6,36.9,86.2,-,2.7,-,6.35
"CapixabaJuventude, 25, AM(LR)","313CapixabaJuventude, 25, AM(LR)",  ,9(5),807.0,1.4,0.2,0.9,-,0.6,0.8,0.1,-,6.34,"313CapixabaJuventude, 25, AM(LR)",  ,9(5),807.0,-,-,0.9,0.6,0.8,1.4,-,0.9,1.6,6.34,"313CapixabaJuventude, 25, AM(LR)",  ,9(5),807.0,-,0.6,11.0,74.7,0.4,0.2,-,6.34
"DavidInternacional, 26, AM(CLR),FW","314DavidInternacional, 26, AM(CLR),FW",  ,10(6),749.0,0.6,-,1.2,-,0.3,0.4,0.1,-,6.34,"314DavidInternacional, 26, AM(CLR),FW",  ,10(6),749.0,-,2,0.9,0.3,0.7,1,0.3,0.8,1.4,6.34,"314DavidInternacional, 26, AM(CLR),FW",  ,10(6),749.0,2,0.3,11.5,75.5,-,0.2,-,6.34
"Adrián MartínezCoritiba, 30, FW","315Adrián MartínezCoritiba, 30, FW",  ,6(11),670.0,0.3,0.1,0.8,-,0.2,0.4,-,-,6.33,"315Adrián MartínezCoritiba, 30, FW",  ,6(11),670.0,4,1,1.1,0.6,0.3,0.4,0.2,0.6,1.2,6.33,"315Adrián MartínezCoritiba, 30, FW",  ,6(11),670.0,1,0.6,7.6,67.4,-,0.3,-,6.33
"RodriguinhoCuiaba, 34, M(CL),FW","316RodriguinhoCuiaba, 34, M(CL),FW",  ,10(10),978.0,0.5,0.2,0.6,-,0.2,0.5,-,-,6.33,"316RodriguinhoCuiaba, 34, M(CL),FW",  ,10(10),978.0,1,-,2,0.5,0.7,1,0.3,1.1,1.9,6.33,"316RodriguinhoCuiaba, 34, M(CL),FW",  ,10(10),978.0,-,0.5,14.3,79.3,-,0.8,0.1,6.33
"Matheus PeixotoCeara, 26, FW","317Matheus PeixotoCeara, 26, FW",  ,3(8),357.0,0.4,0.1,0.5,-,0.4,0.3,0.1,-,6.33,"317Matheus PeixotoCeara, 26, FW",  ,3(8),357.0,-,1,1,0.5,0.2,0.7,0.4,0.3,0.8,6.33,"317Matheus PeixotoCeara, 26, FW",  ,3(8),357.0,1,0.5,7.2,69.6,-,0.1,-,6.33
"AndréCuiaba, 31, FW","318AndréCuiaba, 31, FW",  ,10(5),718.0,0.3,0.1,1.1,-,0.3,0.5,-,-,6.33,"318AndréCuiaba, 31, FW",  ,10(5),718.0,3,-,0.9,0.3,0.5,1.3,0.1,0.4,1.7,6.33,"318AndréCuiaba, 31, FW",  ,10(5),718.0,-,0.3,10.3,69.7,-,0.1,-,6.33
"SandrySantos FC, 19, DMC","319SandrySantos FC, 19, DMC",  ,3(9),435.0,1,0.3,0.5,-,0.1,1.3,-,-,6.32,"319SandrySantos FC, 19, DMC",  ,3(9),435.0,-,1,0.3,0.8,0.2,0.4,-,0.2,0.2,6.32,"319SandrySantos FC, 19, DMC",  ,3(9),435.0,1,0.8,25.4,84.3,0.6,1.8,0.1,6.32
"Arthur HenriqueAtletico GO, 28, D(L),M(L)","320Arthur HenriqueAtletico GO, 28, D(L),M(L)",  ,2(10),284.0,0.8,0.6,0.5,0.1,0.3,0.3,0.1,-,6.32,"320Arthur HenriqueAtletico GO, 28, D(L),M(L)",  ,2(10),284.0,-,-,0.1,0.6,1.1,0.3,-,0.4,0.9,6.32,"320Arthur HenriqueAtletico GO, 28, D(L),M(L)",  ,2(10),284.0,-,0.6,15.8,84.7,0.3,0.3,-,6.32
"YuriJuventude, 28, D(C),DMC","321YuriJuventude, 28, D(C),DMC",  ,15(2),1178.0,1.5,0.9,1.8,-,0.4,1.2,0.3,-,6.32,"321YuriJuventude, 28, D(C),DMC",  ,15(2),1178.0,-,-,0.6,0.6,0.5,0.3,-,0.4,0.8,6.32,"321YuriJuventude, 28, D(C),DMC",  ,15(2),1178.0,-,0.6,40.5,85.2,0.1,2.2,0.1,6.32
"Eduard AtuestaPalmeiras, 25, DMC","322Eduard AtuestaPalmeiras, 25, DMC",  ,0(14),213.0,0.2,0.1,0.4,-,-,0.3,0.1,-,6.31,"322Eduard AtuestaPalmeiras, 25, DMC",  ,0(14),213.0,1,-,0.5,0.5,0.5,0.2,0.1,0.3,0.4,6.31,"322Eduard AtuestaPalmeiras, 25, DMC",  ,0(14),213.0,-,0.5,9.1,80.3,0.3,0.4,-,6.31
"NatanaelCoritiba, 20, D(R)","323NatanaelCoritiba, 20, D(R)",  ,3(7),422.0,1.1,0.8,0.3,0.1,0.9,0.9,-,-,6.31,"323NatanaelCoritiba, 20, D(R)",  ,3(7),422.0,-,-,0.1,-,0.5,1,-,0.4,0.7,6.31,"323NatanaelCoritiba, 20, D(R)",  ,3(7),422.0,-,-,14.9,75.2,0.3,0.4,-,6.31
"Tchê TchêBotafogo RJ, 29, M(CR)","324Tchê TchêBotafogo RJ, 29, M(CR)",  ,13(1),1047.0,0.9,0.7,1.4,-,0.4,0.6,-,-,6.31,"324Tchê TchêBotafogo RJ, 29, M(CR)",  ,13(1),1047.0,-,-,0.7,0.6,0.3,1.2,-,0.2,0.7,6.31,"324Tchê TchêBotafogo RJ, 29, M(CR)",  ,13(1),1047.0,-,0.6,37.1,89.0,-,1.8,-,6.31
"VitinhoAthletico Paranaense, 23, AM(L)","325VitinhoAthletico Paranaense, 23, AM(L)",  ,6(5),585.0,0.6,0.4,0.8,-,0.3,0.8,-,-,6.3,"325VitinhoAthletico Paranaense, 23, AM(L)",  ,6(5),585.0,-,-,1,0.2,0.6,1,0.3,0.9,1.4,6.3,"325VitinhoAthletico Paranaense, 23, AM(L)",  ,6(5),585.0,-,0.2,15.2,77.2,0.2,0.3,-,6.3
"Bryan AnguloSantos FC, 26, Forward","326Bryan AnguloSantos FC, 26, Forward",  ,4(10),409.0,0.3,-,0.1,-,0.2,0.4,0.1,-,6.3,"326Bryan AnguloSantos FC, 26, Forward",  ,4(10),409.0,2,1,0.7,0.4,0.1,0.4,0.1,0.5,0.3,6.3,"326Bryan AnguloSantos FC, 26, Forward",  ,4(10),409.0,1,0.4,7.3,75.5,-,0.4,0.1,6.3
"Guilherme BiroCoritiba, 22, D(L)","327Guilherme BiroCoritiba, 22, D(L)",  ,9(4),670.0,1,1,1.1,0.2,1.1,0.3,0.1,-,6.29,"327Guilherme BiroCoritiba, 22, D(L)",  ,9(4),670.0,-,-,0.2,0.5,0.4,0.2,-,0.3,0.5,6.29,"327Guilherme BiroCoritiba, 22, D(L)",  ,9(4),670.0,-,0.5,20.0,81.2,0.3,0.8,-,6.29
"Léo PereiraAtletico GO, 22, AM(LR)","328Léo PereiraAtletico GO, 22, AM(LR)",  ,6(13),839.0,0.9,0.4,1.3,-,0.2,0.8,0.1,-,6.28,"328Léo PereiraAtletico GO, 22, AM(LR)",  ,6(13),839.0,1,1,0.9,0.6,0.7,0.9,0.1,1,1.5,6.28,"328Léo PereiraAtletico GO, 22, AM(LR)",  ,6(13),839.0,1,0.6,8.8,71.4,0.3,0.1,-,6.28
"Edson FernandoAtletico GO, 24, DMC","329Edson FernandoAtletico GO, 24, DMC",  ,4(9),372.0,0.8,0.3,0.5,-,0.6,0.2,0.2,-,6.28,"329Edson FernandoAtletico GO, 24, DMC",  ,4(9),372.0,-,-,0.1,0.1,0.3,1,-,0.2,0.3,6.28,"329Edson FernandoAtletico GO, 24, DMC",  ,4(9),372.0,-,0.1,16.0,92.3,-,1.1,-,6.28
"Matheus JussaFortaleza, 26, D(C),DMC","330Matheus JussaFortaleza, 26, D(C),DMC",  ,8(5),634.0,0.2,0.6,1.2,0.2,0.7,0.7,-,2,6.28,"330Matheus JussaFortaleza, 26, D(C),DMC",  ,8(5),634.0,-,1,0.8,0.6,0.6,-,0.1,0.2,0.8,6.28,"330Matheus JussaFortaleza, 26, D(C),DMC",  ,8(5),634.0,1,0.6,19.5,78.3,-,0.4,0.1,6.28
"Léo CittadiniAthletico Paranaense, 28, M(CLR)","331Léo CittadiniAthletico Paranaense, 28, M(CLR)",  ,2(12),463.0,0.5,0.1,0.9,-,0.6,0.3,-,-,6.27,"331Léo CittadiniAthletico Paranaense, 28, M(CLR)",  ,2(12),463.0,1,1,0.6,0.1,0.1,0.7,-,0.2,0.6,6.27,"331Léo CittadiniAthletico Paranaense, 28, M(CLR)",  ,2(12),463.0,1,0.1,12.9,86.2,-,0.4,-,6.27
"Jean PyerreAvai FC, 24, AM(C)","332Jean PyerreAvai FC, 24, AM(C)",  ,2(10),377.0,0.5,0.2,0.1,-,0.1,0.3,-,-,6.27,"332Jean PyerreAvai FC, 24, AM(C)",  ,2(10),377.0,1,-,0.4,0.5,0.3,0.6,-,0.3,0.6,6.27,"332Jean PyerreAvai FC, 24, AM(C)",  ,2(10),377.0,-,0.5,24.3,85.9,-,0.9,-,6.27
"Vitor GabrielJuventude, 22, FW","333Vitor GabrielJuventude, 22, FW",  ,3(12),488.0,0.5,-,1.4,-,0.8,0.5,0.1,-,6.26,"333Vitor GabrielJuventude, 22, FW",  ,3(12),488.0,1,-,1.3,0.3,0.3,0.5,0.2,0.5,1.5,6.26,"333Vitor GabrielJuventude, 22, FW",  ,3(12),488.0,-,0.3,5.9,56.2,-,0.2,0.1,6.26
"Breno LopesPalmeiras, 26, AM(R)","334Breno LopesPalmeiras, 26, AM(R)",  ,1(13),232.0,0.4,-,0.1,-,-,0.1,-,-,6.26,"334Breno LopesPalmeiras, 26, AM(R)",  ,1(13),232.0,-,-,0.4,0.4,0.1,0.6,0.2,-,0.4,6.26,"334Breno LopesPalmeiras, 26, AM(R)",  ,1(13),232.0,-,0.4,6.3,76.1,0.1,0.6,-,6.26
"Jean CléberAvai FC, 32, M(C)","335Jean CléberAvai FC, 32, M(C)",  ,6(9),554.0,0.9,0.6,0.7,-,0.2,0.1,0.2,-,6.26,"335Jean CléberAvai FC, 32, M(C)",  ,6(9),554.0,-,-,0.4,0.5,0.4,0.6,-,0.7,0.7,6.26,"335Jean CléberAvai FC, 32, M(C)",  ,6(9),554.0,-,0.5,17.2,79.8,-,0.9,0.1,6.26
"AuremirGoias, 30, D(R),DMC","336AuremirGoias, 30, D(R),DMC",  ,4(6),301.0,1.1,0.7,0.5,-,0.2,0.5,0.1,-,6.25,"336AuremirGoias, 30, D(R),DMC",  ,4(6),301.0,-,-,0.3,0.1,0.1,0.1,-,0.2,0.7,6.25,"336AuremirGoias, 30, D(R),DMC",  ,4(6),301.0,-,0.1,14.8,81.1,-,0.2,-,6.25
"Luan DiasGoias, 25, Forward","337Luan DiasGoias, 25, Forward",  ,5(7),415.0,0.9,0.3,0.8,-,0.3,1,0.1,-,6.25,"337Luan DiasGoias, 25, Forward",  ,5(7),415.0,-,-,0.3,0.2,0.8,0.6,0.1,0.7,1.3,6.25,"337Luan DiasGoias, 25, Forward",  ,5(7),415.0,-,0.2,11.7,82.1,0.2,0.7,-,6.25
"Emiliano RigoniSao Paulo, 29, M(CLR),FW","338Emiliano RigoniSao Paulo, 29, M(CLR),FW",  ,1(10),237.0,0.5,0.2,0.5,0.1,0.2,0.4,-,-,6.24,"338Emiliano RigoniSao Paulo, 29, M(CLR),FW",  ,1(10),237.0,-,-,0.5,0.5,0.4,0.3,-,0.5,0.8,6.24,"338Emiliano RigoniSao Paulo, 29, M(CLR),FW",  ,1(10),237.0,-,0.5,10.4,76.3,0.9,0.9,-,6.24
"ShaylonAtletico GO, 25, D(R),M(CR)","339ShaylonAtletico GO, 25, D(R),M(CR)",  ,7(9),751.0,0.4,0.3,0.4,-,0.3,0.4,0.1,-,6.24,"339ShaylonAtletico GO, 25, D(R),M(CR)",  ,7(9),751.0,-,-,1.1,0.8,0.5,0.2,0.1,0.3,0.6,6.24,"339ShaylonAtletico GO, 25, D(R),M(CR)",  ,7(9),751.0,-,0.8,19.8,85.8,0.6,0.9,-,6.24
"EdinhoJuventude, 28, AM(LR)","340EdinhoJuventude, 28, AM(LR)",  ,4(6),367.0,0.1,0.2,0.4,-,0.1,0.1,-,-,6.23,"340EdinhoJuventude, 28, AM(LR)",  ,4(6),367.0,-,1,0.5,0.9,0.7,0.7,-,0.9,0.7,6.23,"340EdinhoJuventude, 28, AM(LR)",  ,4(6),367.0,1,0.9,10.8,87.0,0.2,0.3,-,6.23
"Felipe MeloFluminense, 39, D(C),M(C)","341Felipe MeloFluminense, 39, D(C),M(C)",  ,1(11),381.0,0.3,0.5,0.9,0.3,0.7,0.6,0.3,-,6.23,"341Felipe MeloFluminense, 39, D(C),M(C)",  ,1(11),381.0,-,-,-,0.2,0.2,0.8,-,0.1,0.2,6.23,"341Felipe MeloFluminense, 39, D(C),M(C)",  ,1(11),381.0,-,0.2,21.5,79.5,-,1.8,-,6.23
"Renato JúniorGoias, 20, Forward","342Renato JúniorGoias, 20, Forward",  ,1(10),280.0,0.7,-,0.7,-,0.3,0.1,-,-,6.23,"342Renato JúniorGoias, 20, Forward",  ,1(10),280.0,-,1,0.3,0.6,0.5,0.4,0.1,0.6,1.7,6.23,"342Renato JúniorGoias, 20, Forward",  ,1(10),280.0,1,0.6,5.7,77.8,-,0.1,-,6.23
"Matheus NascimentoBotafogo RJ, 18, FW","343Matheus NascimentoBotafogo RJ, 18, FW",  ,4(13),519.0,0.4,0.1,0.6,0.1,0.3,0.4,0.1,-,6.23,"343Matheus NascimentoBotafogo RJ, 18, FW",  ,4(13),519.0,-,-,0.8,0.5,0.4,0.5,0.1,0.6,1.3,6.23,"343Matheus NascimentoBotafogo RJ, 18, FW",  ,4(13),519.0,-,0.5,6.3,67.3,-,0.2,-,6.23
"JenisonCuiaba, 31, FW","344JenisonCuiaba, 31, FW",  ,3(7),322.0,0.1,0.2,0.8,0.1,0.5,0.2,-,-,6.23,"344JenisonCuiaba, 31, FW",  ,3(7),322.0,1,-,0.6,0.2,0.1,0.3,0.1,0.5,1.5,6.23,"344JenisonCuiaba, 31, FW",  ,3(7),322.0,-,0.2,8.6,68.6,-,0.3,-,6.23
"William MatheusJuventude, 32, D(L),M(L)","345William MatheusJuventude, 32, D(L),M(L)",  ,12(2),903.0,0.9,0.4,1,0.2,2.8,0.1,0.4,-,6.22,"345William MatheusJuventude, 32, D(L),M(L)",  ,12(2),903.0,-,-,0.4,0.4,0.2,0.4,-,0.5,0.4,6.22,"345William MatheusJuventude, 32, D(L),M(L)",  ,12(2),903.0,-,0.4,26.8,76.3,0.2,0.9,-,6.22
"Marcão SilvaCuiaba, 31, DMC","346Marcão SilvaCuiaba, 31, DMC",  ,3(11),461.0,0.4,0.4,0.9,0.1,0.6,0.4,0.1,-,6.22,"346Marcão SilvaCuiaba, 31, DMC",  ,3(11),461.0,-,-,0.4,-,0.4,0.1,-,0.3,0.2,6.22,"346Marcão SilvaCuiaba, 31, DMC",  ,3(11),461.0,-,-,7.9,88.3,-,0.1,-,6.22
"Ricardo GoulartSantos FC, 31, AM(CR),FW","347Ricardo GoulartSantos FC, 31, AM(CR),FW",  ,6(7),401.0,0.2,0.1,0.5,-,0.5,0.1,-,-,6.22,"347Ricardo GoulartSantos FC, 31, AM(CR),FW",  ,6(7),401.0,-,-,0.5,0.5,0.2,0.6,-,0.2,0.5,6.22,"347Ricardo GoulartSantos FC, 31, AM(CR),FW",  ,6(7),401.0,-,0.5,11.2,77.4,0.2,0.1,-,6.22
"MarceloAthletico Paranaense, 30, AM(CR),FW","348MarceloAthletico Paranaense, 30, AM(CR),FW",  ,6(5),474.0,0.5,0.5,0.5,-,0.4,0.4,-,-,6.21,"348MarceloAthletico Paranaense, 30, AM(CR),FW",  ,6(5),474.0,-,-,0.5,0.4,0.2,0.5,0.5,0.6,0.9,6.21,"348MarceloAthletico Paranaense, 30, AM(CR),FW",  ,6(5),474.0,-,0.4,7.2,63.3,0.2,0.1,-,6.21
"DentinhoAvai FC, 25, Forward","349DentinhoAvai FC, 25, Forward",  ,1(9),278.0,0.5,0.3,0.6,-,0.3,0.5,0.2,-,6.21,"349DentinhoAvai FC, 25, Forward",  ,1(9),278.0,-,-,0.4,0.7,0.7,1.1,-,0.5,0.9,6.21,"349DentinhoAvai FC, 25, Forward",  ,1(9),278.0,-,0.7,10.0,84.0,-,-,0.1,6.21
"Luccas ClaroFluminense, 30, D(C)","351Luccas ClaroFluminense, 30, D(C)",  ,4(6),463.0,0.1,0.8,0.6,0.6,2.9,0.3,0.3,1,6.2,"351Luccas ClaroFluminense, 30, D(C)",  ,4(6),463.0,-,-,0.2,-,-,0.7,-,0.2,0.4,6.2,"351Luccas ClaroFluminense, 30, D(C)",  ,4(6),463.0,-,-,23.6,77.5,-,1.7,-,6.2
"Carlos EduardoRed Bull Bragantino, 25, AM(CLR),FW","352Carlos EduardoRed Bull Bragantino, 25, AM(CLR),FW",  ,2(10),362.0,0.3,0.3,0.8,-,0.2,0.4,0.1,-,6.2,"352Carlos EduardoRed Bull Bragantino, 25, AM(CLR),FW",  ,2(10),362.0,-,-,0.6,-,0.8,1.1,0.2,0.6,0.8,6.2,"352Carlos EduardoRed Bull Bragantino, 25, AM(CLR),FW",  ,2(10),362.0,-,-,5.8,75.7,0.1,0.3,-,6.2
"Rafael NavarroPalmeiras, 22, FW","353Rafael NavarroPalmeiras, 22, FW",  ,4(13),610.0,0.6,-,1.6,-,0.1,0.3,-,-,6.19,"353Rafael NavarroPalmeiras, 22, FW",  ,4(13),610.0,-,1,1.3,0.2,0.4,0.6,0.2,0.5,1.6,6.19,"353Rafael NavarroPalmeiras, 22, FW",  ,4(13),610.0,1,0.2,4.6,62.0,-,0.1,0.1,6.19
"ÉderSao Paulo, 35, AM(CLR),FW","354ÉderSao Paulo, 35, AM(CLR),FW",  ,5(13),518.0,0.3,0.1,0.4,-,0.1,0.2,0.1,-,6.19,"354ÉderSao Paulo, 35, AM(CLR),FW",  ,5(13),518.0,1,-,0.6,0.3,0.2,0.4,0.5,0.1,1,6.19,"354ÉderSao Paulo, 35, AM(CLR),FW",  ,5(13),518.0,-,0.3,4.9,84.3,-,0.2,-,6.19
"RoniCorinthians, 23, M(C)","355RoniCorinthians, 23, M(C)",  ,5(8),547.0,0.9,0.5,0.8,-,0.1,0.5,0.1,1,6.16,"355RoniCorinthians, 23, M(C)",  ,5(8),547.0,-,1,0.7,0.3,0.2,0.3,-,0.2,0.5,6.16,"355RoniCorinthians, 23, M(C)",  ,5(8),547.0,1,0.3,17.3,84.0,-,0.6,-,6.16
"Silvio RomeroFortaleza, 34, AM(R),FW","356Silvio RomeroFortaleza, 34, AM(R),FW",  ,11(8),844.0,0.1,0.1,0.4,-,0.4,0.2,-,-,6.16,"356Silvio RomeroFortaleza, 34, AM(R),FW",  ,11(8),844.0,-,2,0.9,0.7,0.2,0.4,0.5,0.5,1.1,6.16,"356Silvio RomeroFortaleza, 34, AM(R),FW",  ,11(8),844.0,2,0.7,7.5,74.1,-,0.1,-,6.16
"RégisCoritiba, 29, AM(C)","357RégisCoritiba, 29, AM(C)",  ,6(7),492.0,0.5,0.1,0.8,-,0.1,0.9,-,-,6.14,"357RégisCoritiba, 29, AM(C)",  ,6(7),492.0,-,-,0.5,0.9,0.4,0.5,-,0.5,0.9,6.14,"357RégisCoritiba, 29, AM(C)",  ,6(7),492.0,-,0.9,12.6,87.2,0.1,0.6,-,6.14
"Eric RamiresRed Bull Bragantino, 22, M(CR)","358Eric RamiresRed Bull Bragantino, 22, M(CR)",  ,5(9),599.0,1.3,0.1,1,-,0.5,0.8,0.1,-,6.12,"358Eric RamiresRed Bull Bragantino, 22, M(CR)",  ,5(9),599.0,-,-,0.4,0.4,0.5,0.5,-,0.4,1.1,6.12,"358Eric RamiresRed Bull Bragantino, 22, M(CR)",  ,5(9),599.0,-,0.4,18.1,88.9,0.1,0.5,-,6.12
"Guilherme ParedeJuventude, 26, AM(LR)","359Guilherme ParedeJuventude, 26, AM(LR)",  ,2(8),287.0,0.3,0.3,0.4,-,0.6,0.4,0.1,-,6.12,"359Guilherme ParedeJuventude, 26, AM(LR)",  ,2(8),287.0,-,1,0.5,0.4,-,0.4,0.1,0.6,1,6.12,"359Guilherme ParedeJuventude, 26, AM(LR)",  ,2(8),287.0,1,0.4,9.7,72.2,0.1,0.4,0.1,6.12
"Lucas VenturaAvai FC, 24, DMC","360Lucas VenturaAvai FC, 24, DMC",  ,4(7),303.0,0.8,0.2,0.5,-,0.6,0.4,0.2,-,6.11,"360Lucas VenturaAvai FC, 24, DMC",  ,4(7),303.0,-,-,0.5,0.3,0.1,0.9,-,0.6,0.5,6.11,"360Lucas VenturaAvai FC, 24, DMC",  ,4(7),303.0,-,0.3,14.5,84.9,-,0.9,-,6.11
