Jogador,Player,Unnamed: 1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating,Player,Unnamed: 1,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Player,Unnamed: 1,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
"Luiz FernandoAtletico GO, 25, AM(CLR)","253Luiz FernandoAtletico GO, 25, AM(CLR)",  ,3(3),272.0,0.5,0.3,0.3,-,0.3,0.2,-,-,6.54,"253Luiz FernandoAtletico GO, 25, AM(CLR)",  ,3(3),272.0,-,1,1.7,1.3,0.5,1.3,0.3,0.3,0.8,6.54,"253Luiz FernandoAtletico GO, 25, AM(CLR)",  ,3(3),272.0,1,1.3,14.8,79.8,0.7,0.8,-,6.54,"253Luiz FernandoAtletico GO, 25, AM(CLR)",  ,3(3),272.0,-,1,-,-,1.7,79.8,0.8,-,6.54
"TaisonInternacional, 34, AM(CL),FW","254TaisonInternacional, 34, AM(CL),FW",  ,2(4),278.0,0.3,0.2,0.3,-,-,0.8,-,-,6.53,"254TaisonInternacional, 34, AM(CL),FW",  ,2(4),278.0,1,-,1.3,1.2,0.8,1.8,0.3,1,1.2,6.53,"254TaisonInternacional, 34, AM(CL),FW",  ,2(4),278.0,-,1.2,25.2,92.1,0.3,1,0.2,6.53,"254TaisonInternacional, 34, AM(CL),FW",  ,2(4),278.0,1,-,2,-,1.3,92.1,0.2,-,6.53
"AlêAmerica MG, 32, M(C)","255AlêAmerica MG, 32, M(C)",  ,5(2),404.0,1.3,0.6,2,-,1.4,0.1,0.1,-,6.53,"255AlêAmerica MG, 32, M(C)",  ,5(2),404.0,1,-,1,0.9,0.3,1.9,-,0.7,1.6,6.53,"255AlêAmerica MG, 32, M(C)",  ,5(2),404.0,-,0.9,32.0,87.1,0.1,1.7,0.1,6.53,"255AlêAmerica MG, 32, M(C)",  ,5(2),404.0,1,-,-,1,1,87.1,0.4,-,6.53
"Arthur ChavesAvai FC, 21, D(C)","256Arthur ChavesAvai FC, 21, D(C)",  ,9,810.0,0.9,0.4,1.2,0.7,4.4,0.3,1.1,-,6.52,"256Arthur ChavesAvai FC, 21, D(C)",  ,9,810.0,1,-,0.8,-,0.1,0.4,0.1,-,0.2,6.52,"256Arthur ChavesAvai FC, 21, D(C)",  ,9,810.0,-,-,50.0,87.3,-,1.4,-,6.52,"256Arthur ChavesAvai FC, 21, D(C)",  ,9,810.0,1,-,2,-,0.8,87.3,2,-,6.52
"TitiFortaleza, 34, D(C)","257TitiFortaleza, 34, D(C)",  ,9(1),769.0,0.8,1.3,1.5,0.2,1.6,0.4,0.4,-,6.52,"257TitiFortaleza, 34, D(C)",  ,9(1),769.0,-,-,0.2,0.1,0.2,0.9,0.1,-,0.4,6.52,"257TitiFortaleza, 34, D(C)",  ,9(1),769.0,-,0.1,32.7,80.4,-,1.5,-,6.52,"257TitiFortaleza, 34, D(C)",  ,9(1),769.0,-,-,-,-,0.2,80.4,1.5,-,6.52
"RwanSantos FC, 21, Forward","258RwanSantos FC, 21, Forward",  ,0(6),143.0,0.3,0.3,0.3,-,-,0.3,0.2,-,6.52,"258RwanSantos FC, 21, Forward",  ,0(6),143.0,1,-,1,0.7,1.3,0.7,0.2,0.2,1.5,6.52,"258RwanSantos FC, 21, Forward",  ,0(6),143.0,-,0.7,7.3,68.2,-,0.3,-,6.52,"258RwanSantos FC, 21, Forward",  ,0(6),143.0,1,-,-,-,1,68.2,0.5,-,6.52
"BressanAvai FC, 29, D(CR)","259BressanAvai FC, 29, D(CR)",  ,9,805.0,1.1,0.8,1.1,-,3.3,0.6,0.7,-,6.51,"259BressanAvai FC, 29, D(CR)",  ,9,805.0,-,-,0.4,0.2,0.1,0.1,-,0.1,-,6.51,"259BressanAvai FC, 29, D(CR)",  ,9,805.0,-,0.2,51.2,83.5,-,5.9,-,6.51,"259BressanAvai FC, 29, D(CR)",  ,9,805.0,-,-,2,-,0.4,83.5,1.6,-,6.51
"Andreas PereiraFlamengo, 26, M(CLR)","260Andreas PereiraFlamengo, 26, M(CLR)",  ,4(2),353.0,0.8,0.2,0.8,-,0.5,0.7,-,-,6.51,"260Andreas PereiraFlamengo, 26, M(CLR)",  ,4(2),353.0,-,-,0.8,1.2,0.2,1,-,0.2,0.3,6.51,"260Andreas PereiraFlamengo, 26, M(CLR)",  ,4(2),353.0,-,1.2,34.5,84.1,0.8,2,0.2,6.51,"260Andreas PereiraFlamengo, 26, M(CLR)",  ,4(2),353.0,-,-,1,-,0.8,84.1,0.7,-,6.51
"Pablo MaiaSao Paulo, 20, DMC","261Pablo MaiaSao Paulo, 20, DMC",  ,7(3),637.0,1.1,0.8,1.4,0.1,0.7,1.2,-,-,6.49,"261Pablo MaiaSao Paulo, 20, DMC",  ,7(3),637.0,-,-,1.3,0.1,0.3,0.4,-,0.1,0.8,6.49,"261Pablo MaiaSao Paulo, 20, DMC",  ,7(3),637.0,-,0.1,39.6,89.6,0.1,2.6,-,6.49,"261Pablo MaiaSao Paulo, 20, DMC",  ,7(3),637.0,-,-,2,-,1.3,89.6,1.4,-,6.49
"Matheus SalesGoias, 27, M(C)","262Matheus SalesGoias, 27, M(C)",  ,7(2),575.0,1.8,0.4,1.1,-,1.1,0.3,0.3,-,6.49,"262Matheus SalesGoias, 27, M(C)",  ,7(2),575.0,-,-,0.3,0.4,0.2,0.2,-,0.2,0.6,6.49,"262Matheus SalesGoias, 27, M(C)",  ,7(2),575.0,-,0.4,16.7,80.0,0.2,0.7,-,6.49,"262Matheus SalesGoias, 27, M(C)",  ,7(2),575.0,-,-,2,-,0.3,80.0,0.6,-,6.49
"Gabriel LacerdaCeara, 22, D(C)","263Gabriel LacerdaCeara, 22, D(C)",  ,6,540.0,0.8,1.3,0.3,0.3,2.2,0.5,0.5,-,6.49,"263Gabriel LacerdaCeara, 22, D(C)",  ,6,540.0,-,-,0.5,0.2,0.3,-,-,-,0.5,6.49,"263Gabriel LacerdaCeara, 22, D(C)",  ,6,540.0,-,0.2,47.2,81.3,-,3.2,-,6.49,"263Gabriel LacerdaCeara, 22, D(C)",  ,6,540.0,-,-,1,-,0.5,81.3,2.8,-,6.49
"Matheus JussaFortaleza, 26, D(C),DMC","264Matheus JussaFortaleza, 26, D(C),DMC",  ,3(3),306.0,0.2,0.8,1.2,0.3,0.8,0.7,-,-,6.49,"264Matheus JussaFortaleza, 26, D(C),DMC",  ,3(3),306.0,-,-,1.2,0.8,0.7,-,-,0.3,0.8,6.49,"264Matheus JussaFortaleza, 26, D(C),DMC",  ,3(3),306.0,-,0.8,25.8,83.9,-,0.5,-,6.49,"264Matheus JussaFortaleza, 26, D(C),DMC",  ,3(3),306.0,-,-,-,-,1.2,83.9,1.5,-,6.49
"Danilo BarcelosGoias, 30, D(L),M(CL)","265Danilo BarcelosGoias, 30, D(L),M(CL)",  ,4(3),399.0,1.1,0.4,1.6,0.4,0.6,0.7,0.6,-,6.49,"265Danilo BarcelosGoias, 30, D(L),M(CL)",  ,4(3),399.0,-,1,0.4,0.6,-,0.4,0.1,0.1,0.4,6.49,"265Danilo BarcelosGoias, 30, D(L),M(CL)",  ,4(3),399.0,1,0.6,14.7,75.7,1,1,-,6.49,"265Danilo BarcelosGoias, 30, D(L),M(CL)",  ,4(3),399.0,-,1,3,-,0.4,75.7,1.7,-,6.49
"MirandaSao Paulo, 37, D(C)","266MirandaSao Paulo, 37, D(C)",  ,4(1),297.0,1,0.8,1.6,0.4,2.2,0.4,-,-,6.48,"266MirandaSao Paulo, 37, D(C)",  ,4(1),297.0,-,-,0.4,-,0.2,0.2,-,-,0.4,6.48,"266MirandaSao Paulo, 37, D(C)",  ,4(1),297.0,-,-,41.6,88.0,-,2.8,-,6.48,"266MirandaSao Paulo, 37, D(C)",  ,4(1),297.0,-,-,2,-,0.4,88.0,1,-,6.48
"Vinícius LopesBotafogo RJ, 23, AM(LR),FW","267Vinícius LopesBotafogo RJ, 23, AM(LR),FW",  ,5(3),447.0,1.1,0.6,1.6,-,0.5,0.6,0.1,-,6.48,"267Vinícius LopesBotafogo RJ, 23, AM(LR),FW",  ,5(3),447.0,-,-,1,0.9,1,1.8,-,0.8,1.1,6.48,"267Vinícius LopesBotafogo RJ, 23, AM(LR),FW",  ,5(3),447.0,-,0.9,13.6,78.0,0.1,0.1,-,6.48,"267Vinícius LopesBotafogo RJ, 23, AM(LR),FW",  ,5(3),447.0,-,-,1,-,1,78.0,1,-,6.48
"Henrique AlmeidaAmerica MG, 31, AM(LR),FW","268Henrique AlmeidaAmerica MG, 31, AM(LR),FW",  ,5(3),430.0,0.6,0.1,1,-,0.1,0.5,-,-,6.48,"268Henrique AlmeidaAmerica MG, 31, AM(LR),FW",  ,5(3),430.0,2,-,2.6,0.1,1,0.3,0.6,1.6,1.5,6.48,"268Henrique AlmeidaAmerica MG, 31, AM(LR),FW",  ,5(3),430.0,-,0.1,12.9,72.8,-,0.1,-,6.48,"268Henrique AlmeidaAmerica MG, 31, AM(LR),FW",  ,5(3),430.0,2,-,2,-,2.6,72.8,0.6,-,6.48
"Raúl CáceresAmerica MG, 30, D(R)","269Raúl CáceresAmerica MG, 30, D(R)",  ,4(6),446.0,1.2,0.3,0.9,-,0.3,0.8,0.3,-,6.47,"269Raúl CáceresAmerica MG, 30, D(R)",  ,4(6),446.0,-,1,0.6,1.1,-,-,-,0.1,0.1,6.47,"269Raúl CáceresAmerica MG, 30, D(R)",  ,4(6),446.0,1,1.1,16.2,74.1,1.5,0.5,-,6.47,"269Raúl CáceresAmerica MG, 30, D(R)",  ,4(6),446.0,-,1,1,-,0.6,74.1,0.2,-,6.47
"GustavinhoAmerica MG, 20, Midfielder","271GustavinhoAmerica MG, 20, Midfielder",  ,3(2),189.0,2,0.6,0.8,-,0.2,0.6,-,-,6.46,"271GustavinhoAmerica MG, 20, Midfielder",  ,3(2),189.0,-,-,0.6,-,1.4,1,-,0.8,1.2,6.46,"271GustavinhoAmerica MG, 20, Midfielder",  ,3(2),189.0,-,-,19.2,78.1,0.2,1.4,-,6.46,"271GustavinhoAmerica MG, 20, Midfielder",  ,3(2),189.0,-,-,-,-,0.6,78.1,0.4,-,6.46
"Dadá BelmonteGoias, 25, M(L)","272Dadá BelmonteGoias, 25, M(L)",  ,8(2),762.0,1.1,0.4,1.5,-,0.1,0.9,0.2,-,6.46,"272Dadá BelmonteGoias, 25, M(L)",  ,8(2),762.0,1,1,1.5,0.8,1.1,1.9,-,1,2.3,6.46,"272Dadá BelmonteGoias, 25, M(L)",  ,8(2),762.0,1,0.8,15.8,74.1,0.2,0.6,-,6.46,"272Dadá BelmonteGoias, 25, M(L)",  ,8(2),762.0,1,1,2,-,1.5,74.1,0.3,1,6.46
"ChayBotafogo RJ, 31, Forward","273ChayBotafogo RJ, 31, Forward",  ,4(3),358.0,1,0.6,0.9,-,0.1,0.6,-,-,6.45,"273ChayBotafogo RJ, 31, Forward",  ,4(3),358.0,-,-,1.1,1,0.9,2,-,1.6,2,6.45,"273ChayBotafogo RJ, 31, Forward",  ,4(3),358.0,-,1,15.1,81.1,0.4,0.6,0.1,6.45,"273ChayBotafogo RJ, 31, Forward",  ,4(3),358.0,-,-,1,-,1.1,81.1,0.3,-,6.45
"André LuisCuiaba, 25, AM(CR),FW","274André LuisCuiaba, 25, AM(CR),FW",  ,4(6),375.0,0.9,0.1,0.3,-,0.3,0.6,-,-,6.45,"274André LuisCuiaba, 25, AM(CR),FW",  ,4(6),375.0,1,-,0.7,0.7,0.8,1,-,0.7,1.7,6.45,"274André LuisCuiaba, 25, AM(CR),FW",  ,4(6),375.0,-,0.7,8.1,76.5,0.1,-,0.1,6.45,"274André LuisCuiaba, 25, AM(CR),FW",  ,4(6),375.0,1,-,-,-,0.7,76.5,0.5,-,6.45
"Vinícius SilvaGoias, 29, AM(LR),FW","275Vinícius SilvaGoias, 29, AM(LR),FW",  ,5(2),433.0,0.9,0.3,0.7,0.1,0.4,0.6,0.3,-,6.45,"275Vinícius SilvaGoias, 29, AM(LR),FW",  ,5(2),433.0,-,1,0.7,1.1,0.9,0.4,0.3,0.7,1.1,6.45,"275Vinícius SilvaGoias, 29, AM(LR),FW",  ,5(2),433.0,1,1.1,13.9,64.9,0.6,0.6,0.1,6.45,"275Vinícius SilvaGoias, 29, AM(LR),FW",  ,5(2),433.0,-,1,-,-,0.7,64.9,0.9,-,6.45
"WesleyPalmeiras, 23, AM(L)","276WesleyPalmeiras, 23, AM(L)",  ,2(5),253.0,0.7,0.1,0.3,-,0.1,-,-,-,6.45,"276WesleyPalmeiras, 23, AM(L)",  ,2(5),253.0,1,-,2,0.4,0.6,1.6,0.1,0.3,1.3,6.45,"276WesleyPalmeiras, 23, AM(L)",  ,2(5),253.0,-,0.4,8.4,76.3,0.3,0.6,-,6.45,"276WesleyPalmeiras, 23, AM(L)",  ,2(5),253.0,1,-,-,-,2,76.3,0.4,-,6.45
"Ricardo BuenoJuventude, 35, FW","277Ricardo BuenoJuventude, 35, FW",  ,4(5),402.0,0.6,-,0.8,-,0.4,0.6,-,-,6.45,"277Ricardo BuenoJuventude, 35, FW",  ,4(5),402.0,1,-,1.9,0.6,0.9,1.3,0.2,1.6,1,6.45,"277Ricardo BuenoJuventude, 35, FW",  ,4(5),402.0,-,0.6,12.9,81.0,0.1,0.8,-,6.45,"277Ricardo BuenoJuventude, 35, FW",  ,4(5),402.0,1,-,-,-,1.9,81.0,1.9,-,6.45
"OtávioAtletico MG, 28, DMC","278OtávioAtletico MG, 28, DMC",  ,4(4),421.0,1.6,1,1.5,-,0.3,0.3,0.1,-,6.44,"278OtávioAtletico MG, 28, DMC",  ,4(4),421.0,-,-,0.1,0.4,-,0.1,-,0.3,0.4,6.44,"278OtávioAtletico MG, 28, DMC",  ,4(4),421.0,-,0.4,41.5,91.3,-,1.8,-,6.44,"278OtávioAtletico MG, 28, DMC",  ,4(4),421.0,-,-,-,-,0.1,91.3,0.5,-,6.44
"Juan RamírezAmerica MG, 24, AM(C)","279Juan RamírezAmerica MG, 24, AM(C)",  ,0(5),126.0,0.6,0.2,0.6,-,-,-,-,-,6.44,"279Juan RamírezAmerica MG, 24, AM(C)",  ,0(5),126.0,1,-,1.4,0.2,1,1,-,0.8,0.4,6.44,"279Juan RamírezAmerica MG, 24, AM(C)",  ,0(5),126.0,-,0.2,13.2,81.8,-,1,-,6.44,"279Juan RamírezAmerica MG, 24, AM(C)",  ,0(5),126.0,1,-,1,-,1.4,81.8,0.2,-,6.44
"Alan EmpereurCuiaba, 28, D(C)","280Alan EmpereurCuiaba, 28, D(C)",  ,6(2),522.0,0.5,1,0.6,0.3,2.5,0.1,0.4,-,6.44,"280Alan EmpereurCuiaba, 28, D(C)",  ,6(2),522.0,-,-,0.1,-,0.3,0.5,-,-,0.3,6.44,"280Alan EmpereurCuiaba, 28, D(C)",  ,6(2),522.0,-,-,38.6,88.7,-,2.8,-,6.44,"280Alan EmpereurCuiaba, 28, D(C)",  ,6(2),522.0,-,-,2,-,0.1,88.7,0.8,-,6.44
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Óscar RuizJuventude, 31, Forward","281Óscar RuizJuventude, 31, Forward",  ,4(5),363.0,0.2,-,0.3,-,0.2,0.2,-,-,6.44,"281Óscar RuizJuventude, 31, Forward",  ,4(5),363.0,2,-,1.1,0.8,0.9,0.6,0.3,0.7,0.9,6.44,"281Óscar RuizJuventude, 31, Forward",  ,4(5),363.0,-,0.8,10.4,80.9,0.4,0.3,-,6.44,"281Óscar RuizJuventude, 31, Forward",  ,4(5),363.0,2,-,1,-,1.1,80.9,0.4,-,6.44
"VitinhoFlamengo, 28, AM(CLR),FW","282VitinhoFlamengo, 28, AM(CLR),FW",  ,0(6),211.0,1,0.2,1.5,-,0.7,0.3,-,-,6.44,"282VitinhoFlamengo, 28, AM(CLR),FW",  ,0(6),211.0,-,-,1.8,1,0.7,0.2,-,0.3,1,6.44,"282VitinhoFlamengo, 28, AM(CLR),FW",  ,0(6),211.0,-,1,15.2,86.8,0.2,0.3,0.2,6.44,"282VitinhoFlamengo, 28, AM(CLR),FW",  ,0(6),211.0,-,-,1,-,1.8,86.8,1,-,6.44
"ErisonBotafogo RJ, 23, FW","283ErisonBotafogo RJ, 23, FW",  ,9(2),775.0,0.1,-,1.4,0.1,0.5,0.3,-,-,6.44,"283ErisonBotafogo RJ, 23, FW",  ,9(2),775.0,2,-,2.2,0.7,1.1,1.5,0.5,1.1,2.9,6.44,"283ErisonBotafogo RJ, 23, FW",  ,9(2),775.0,-,0.7,7.9,71.3,-,-,0.1,6.44,"283ErisonBotafogo RJ, 23, FW",  ,9(2),775.0,2,-,1,-,2.2,71.3,1.3,-,6.44
"Hugo SouzaFlamengo, 23, GK","284Hugo SouzaFlamengo, 23, GK",  ,6,451.0,-,-,-,-,0.8,-,-,-,6.43,"284Hugo SouzaFlamengo, 23, GK",  ,6,451.0,-,-,-,-,-,0.2,-,-,-,6.43,"284Hugo SouzaFlamengo, 23, GK",  ,6,451.0,-,-,13.8,78.3,-,2.2,-,6.43,"284Hugo SouzaFlamengo, 23, GK",  ,6,451.0,-,-,1,-,-,78.3,0.5,-,6.43
"Gabriel BaralhasAtletico GO, 23, DMC","285Gabriel BaralhasAtletico GO, 23, DMC",  ,6(2),517.0,1.8,0.8,1.1,0.1,0.4,1.3,0.1,-,6.43,"285Gabriel BaralhasAtletico GO, 23, DMC",  ,6(2),517.0,1,-,1.6,0.4,0.5,0.3,-,0.4,0.9,6.43,"285Gabriel BaralhasAtletico GO, 23, DMC",  ,6(2),517.0,-,0.4,35.1,86.5,-,2.5,-,6.43,"285Gabriel BaralhasAtletico GO, 23, DMC",  ,6(2),517.0,1,-,5,-,1.6,86.5,0.8,-,6.43
"MaguinhoGoias, 30, D(R)","286MaguinhoGoias, 30, D(R)",  ,4(4),399.0,1.1,1.5,1.8,0.1,1.5,0.1,-,-,6.43,"286MaguinhoGoias, 30, D(R)",  ,4(4),399.0,-,-,0.6,0.8,0.4,0.8,-,0.1,1.3,6.43,"286MaguinhoGoias, 30, D(R)",  ,4(4),399.0,-,0.8,13.6,81.7,0.4,-,-,6.43,"286MaguinhoGoias, 30, D(R)",  ,4(4),399.0,-,-,3,-,0.6,81.7,0.5,-,6.43
"Douglas FriedrichAvai FC, 33, GK","287Douglas FriedrichAvai FC, 33, GK",  ,5,450.0,-,-,-,-,2.4,-,-,-,6.43,"287Douglas FriedrichAvai FC, 33, GK",  ,5,450.0,-,-,-,-,-,0.4,-,-,-,6.43,"287Douglas FriedrichAvai FC, 33, GK",  ,5,450.0,-,-,19.8,69.7,-,3.4,-,6.43,"287Douglas FriedrichAvai FC, 33, GK",  ,5,450.0,-,-,1,-,-,69.7,0.6,-,6.43
"José HurtadoRed Bull Bragantino, 20, D(R)","288José HurtadoRed Bull Bragantino, 20, D(R)",  ,3(3),304.0,1.5,0.7,0.3,-,1,0.5,0.3,-,6.43,"288José HurtadoRed Bull Bragantino, 20, D(R)",  ,3(3),304.0,-,1,-,0.7,0.3,0.2,-,0.3,1.2,6.43,"288José HurtadoRed Bull Bragantino, 20, D(R)",  ,3(3),304.0,1,0.7,22.8,81.8,0.8,0.5,-,6.43,"288José HurtadoRed Bull Bragantino, 20, D(R)",  ,3(3),304.0,-,1,1,-,-,81.8,0.8,-,6.43
"HugoCoritiba, 22, Forward","289HugoCoritiba, 22, Forward",  ,2(4),252.0,0.8,0.2,0.3,-,0.2,0.2,-,-,6.43,"289HugoCoritiba, 22, Forward",  ,2(4),252.0,1,-,1.5,0.2,0.7,1.3,-,0.7,2.3,6.43,"289HugoCoritiba, 22, Forward",  ,2(4),252.0,-,0.2,9.0,70.4,0.2,0.2,-,6.43,"289HugoCoritiba, 22, Forward",  ,2(4),252.0,1,-,-,-,1.5,70.4,0.8,-,6.43
"Luan PatrickAmerica MG, 20, D(C)","290Luan PatrickAmerica MG, 20, D(C)",  ,5,344.0,1.8,0.6,0.8,-,2,0.4,0.4,-,6.43,"290Luan PatrickAmerica MG, 20, D(C)",  ,5,344.0,-,-,0.4,0.6,0.2,0.4,-,0.2,0.2,6.43,"290Luan PatrickAmerica MG, 20, D(C)",  ,5,344.0,-,0.6,30.8,82.5,-,3,-,6.43,"290Luan PatrickAmerica MG, 20, D(C)",  ,5,344.0,-,-,2,-,0.4,82.5,0.2,-,6.43
Erro:502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RonaldoAtletico GO, 25, GK","291RonaldoAtletico GO, 25, GK",  ,9,810.0,0.2,-,-,-,0.6,-,-,-,6.42,"291RonaldoAtletico GO, 25, GK",  ,9,810.0,-,-,-,-,-,0.1,-,-,-,6.42,"291RonaldoAtletico GO, 25, GK",  ,9,810.0,-,-,20.2,82.4,-,4.4,-,6.42,"291RonaldoAtletico GO, 25, GK",  ,9,810.0,-,-,-,-,-,82.4,0.1,-,6.42
"Fernando SobralCeara, 27, M(CLR)","292Fernando SobralCeara, 27, M(CLR)",  ,2(3),178.0,0.8,0.2,0.4,-,-,0.6,-,-,6.42,"292Fernando SobralCeara, 27, M(CLR)",  ,2(3),178.0,-,-,0.8,0.4,1,0.6,-,0.8,-,6.42,"292Fernando SobralCeara, 27, M(CLR)",  ,2(3),178.0,-,0.4,27.6,85.5,-,1.6,-,6.42,"292Fernando SobralCeara, 27, M(CLR)",  ,2(3),178.0,-,-,1,-,0.8,85.5,0.8,-,6.42
"Eduard AtuestaPalmeiras, 25, DMC","293Eduard AtuestaPalmeiras, 25, DMC",  ,0(8),175.0,0.4,0.3,0.4,-,-,0.4,0.1,-,6.42,"293Eduard AtuestaPalmeiras, 25, DMC",  ,0(8),175.0,1,-,0.9,0.8,0.6,0.3,0.3,0.5,0.5,6.42,"293Eduard AtuestaPalmeiras, 25, DMC",  ,0(8),175.0,-,0.8,11.0,79.5,0.4,0.6,-,6.42,"293Eduard AtuestaPalmeiras, 25, DMC",  ,0(8),175.0,1,-,1,-,0.9,79.5,0.4,-,6.42
"Nicolás HernándezAthletico Paranaense, 24, D(C)","294Nicolás HernándezAthletico Paranaense, 24, D(C)",  ,6,540.0,1,1.2,0.5,0.5,2,-,0.7,-,6.41,"294Nicolás HernándezAthletico Paranaense, 24, D(C)",  ,6,540.0,-,-,-,-,-,0.3,-,-,0.2,6.41,"294Nicolás HernándezAthletico Paranaense, 24, D(C)",  ,6,540.0,-,-,39.2,87.2,-,4.5,-,6.41,"294Nicolás HernándezAthletico Paranaense, 24, D(C)",  ,6,540.0,-,-,1,-,-,87.2,0.2,-,6.41
"Bruno TubarãoRed Bull Bragantino, 27, AM(LR)","295Bruno TubarãoRed Bull Bragantino, 27, AM(LR)",  ,3(3),294.0,0.7,0.8,0.7,-,0.3,1.2,-,-,6.41,"295Bruno TubarãoRed Bull Bragantino, 27, AM(LR)",  ,3(3),294.0,-,-,1,-,0.8,0.2,0.2,1,0.5,6.41,"295Bruno TubarãoRed Bull Bragantino, 27, AM(LR)",  ,3(3),294.0,-,-,16.0,76.0,0.3,0.3,-,6.41,"295Bruno TubarãoRed Bull Bragantino, 27, AM(LR)",  ,3(3),294.0,-,-,-,-,1,76.0,1.2,-,6.41
"Caio ViníciusGoias, 23, M(C)","296Caio ViníciusGoias, 23, M(C)",  ,6(3),538.0,1.4,1,1.6,-,1.1,1,0.2,-,6.41,"296Caio ViníciusGoias, 23, M(C)",  ,6(3),538.0,-,-,0.7,0.1,0.3,1,0.1,0.6,1.1,6.41,"296Caio ViníciusGoias, 23, M(C)",  ,6(3),538.0,-,0.1,17.3,78.2,0.1,0.4,-,6.41,"296Caio ViníciusGoias, 23, M(C)",  ,6(3),538.0,-,-,2,-,0.7,78.2,1.1,-,6.41
"Eduardo SashaAtletico MG, 30, AM(CLR),FW","297Eduardo SashaAtletico MG, 30, AM(CLR),FW",  ,4(5),311.0,0.2,-,0.3,-,0.2,-,-,-,6.41,"297Eduardo SashaAtletico MG, 30, AM(CLR),FW",  ,4(5),311.0,1,-,1.2,0.7,0.3,0.7,-,0.2,0.9,6.41,"297Eduardo SashaAtletico MG, 30, AM(CLR),FW",  ,4(5),311.0,-,0.7,10.6,80.0,-,0.2,-,6.41,"297Eduardo SashaAtletico MG, 30, AM(CLR),FW",  ,4(5),311.0,1,-,-,-,1.2,80.0,0.7,1,6.41
"GiulianoCorinthians, 32, AM(CLR),FW","298GiulianoCorinthians, 32, AM(CLR),FW",  ,3(6),368.0,0.4,0.1,0.3,-,0.6,0.7,-,-,6.4,"298GiulianoCorinthians, 32, AM(CLR),FW",  ,3(6),368.0,-,1,0.8,1,0.3,0.4,0.1,0.4,0.8,6.4,"298GiulianoCorinthians, 32, AM(CLR),FW",  ,3(6),368.0,1,1,24.7,90.1,-,0.6,-,6.4,"298GiulianoCorinthians, 32, AM(CLR),FW",  ,3(6),368.0,-,1,1,-,0.8,90.1,0.2,-,6.4
"Danilo AvelarAmerica MG, 33, D(CL),M(L)","299Danilo AvelarAmerica MG, 33, D(CL),M(L)",  ,3(2),215.0,0.4,0.8,1.2,0.2,0.8,0.2,-,-,6.4,"299Danilo AvelarAmerica MG, 33, D(CL),M(L)",  ,3(2),215.0,-,-,2.2,0.8,0.6,0.2,-,-,0.6,6.4,"299Danilo AvelarAmerica MG, 33, D(CL),M(L)",  ,3(2),215.0,-,0.8,22.0,78.2,0.6,1.4,-,6.4,"299Danilo AvelarAmerica MG, 33, D(CL),M(L)",  ,3(2),215.0,-,-,-,-,2.2,78.2,3,-,6.4
"Bryan AnguloSantos FC, 26, Forward","301Bryan AnguloSantos FC, 26, Forward",  ,2(4),204.0,0.2,-,0.2,-,-,0.3,-,-,6.39,"301Bryan AnguloSantos FC, 26, Forward",  ,2(4),204.0,1,1,1.2,0.3,0.2,0.3,0.3,0.5,0.3,6.39,"301Bryan AnguloSantos FC, 26, Forward",  ,2(4),204.0,1,0.3,8.8,77.4,-,0.7,0.2,6.39,"301Bryan AnguloSantos FC, 26, Forward",  ,2(4),204.0,1,1,-,-,1.2,77.4,0.7,-,6.39
"YuriJuventude, 28, D(C),DMC","302YuriJuventude, 28, D(C),DMC",  ,7(2),553.0,1.8,0.9,1.7,-,0.1,1.4,0.2,-,6.39,"302YuriJuventude, 28, D(C),DMC",  ,7(2),553.0,-,-,0.9,0.6,0.7,0.2,-,0.4,0.8,6.39,"302YuriJuventude, 28, D(C),DMC",  ,7(2),553.0,-,0.6,40.2,84.0,0.1,1.7,0.2,6.39,"302YuriJuventude, 28, D(C),DMC",  ,7(2),553.0,-,-,2,1,0.9,84.0,0.7,-,6.39
"RodriguinhoCuiaba, 34, M(CL),FW","303RodriguinhoCuiaba, 34, M(CL),FW",  ,4(5),458.0,0.2,-,0.6,-,0.1,0.6,-,-,6.39,"303RodriguinhoCuiaba, 34, M(CL),FW",  ,4(5),458.0,1,-,2.3,0.7,0.7,1,0.4,1.2,1.8,6.39,"303RodriguinhoCuiaba, 34, M(CL),FW",  ,4(5),458.0,-,0.7,12.9,75.9,-,0.7,0.1,6.39,"303RodriguinhoCuiaba, 34, M(CL),FW",  ,4(5),458.0,1,-,-,-,2.3,75.9,1.1,-,6.39
